Id,MSSubClass,MSZoning,LotArea,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleCondition,SaleStatus
370,20,RL,9830,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,None,0,1287,0,0,1287,1,0,1,0,3,1,Detchd,1997,Fin,2,576,Normal,SoldSlow
371,60,RL,8121,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,None,0,953,711,0,1664,0,0,2,1,3,1,Attchd,2000,RFn,2,460,Normal,SoldFast
372,50,RL,17120,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,None,0,1120,468,0,1588,0,0,2,0,4,1,Detchd,1991,Fin,2,680,Normal,SoldSlow
373,120,RL,7175,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,None,0,752,0,0,752,1,0,1,0,2,1,Attchd,1984,Unf,1,264,Normal,SoldSlow
374,20,RL,10634,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,None,0,1319,0,0,1319,1,0,1,0,3,1,Attchd,1953,Unf,1,270,Normal,SoldSlow
375,60,RL,8200,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,None,0,847,1081,0,1928,0,0,2,1,4,1,BuiltIn,2003,Fin,2,434,Normal,SoldFast
376,30,RL,10020,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,None,0,904,0,0,904,1,0,0,1,1,1,NA,NA,NA,0,0,Normal,NotSold
377,85,RL,8846,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,None,0,914,0,0,914,0,0,1,0,2,1,Detchd,1998,Unf,2,576,Normal,SoldSlow
378,60,FV,11143,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,None,0,1580,886,0,2466,0,0,3,0,4,1,Attchd,2004,RFn,2,610,Normal,SoldFast
379,20,RL,11394,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,Stone,350,1856,0,0,1856,1,0,1,1,1,1,Attchd,2010,Fin,3,834,Partial,SoldFast
380,60,RL,8123,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,BrkFace,16,1007,793,0,1800,0,0,2,1,3,1,Attchd,2000,Fin,2,463,Normal,SoldFast
381,50,RL,5000,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,None,0,1026,665,0,1691,0,0,2,0,3,1,Detchd,1924,Unf,1,308,Normal,SoldSlow
382,20,FV,7200,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,None,0,1301,0,0,1301,1,0,2,0,2,1,Attchd,2006,RFn,2,572,Partial,SoldFast
383,60,RL,9245,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,None,0,939,858,0,1797,0,0,2,1,3,1,Attchd,2006,RFn,2,639,Normal,SoldFast
384,45,RH,9000,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,None,0,784,0,0,784,0,0,1,0,2,1,Detchd,1950,Unf,2,360,Normal,SoldSlow
385,60,RL,53107,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,None,0,1079,874,0,1953,1,0,2,1,3,1,Attchd,1992,Fin,2,501,Normal,SoldSlow
386,120,RL,3182,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,BrkFace,16,1269,0,0,1269,0,0,2,0,2,1,Attchd,2004,Fin,2,430,Normal,SoldFast
387,50,RL,8410,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,None,0,658,526,0,1184,0,0,1,0,5,1,NA,NA,NA,0,0,AdjLand,SoldSlow
388,80,RL,7200,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,BrkFace,255,1125,0,0,1125,1,0,1,0,3,1,Detchd,1977,Unf,1,352,Abnorml,SoldFast
389,20,RL,9382,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,BrkFace,125,1479,0,0,1479,0,0,2,0,3,1,Attchd,1999,RFn,2,577,Normal,SoldFast
390,60,RL,12474,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,Stone,272,1742,590,0,2332,1,0,2,1,3,1,BuiltIn,2008,Fin,3,846,Partial,SoldFast
391,50,RL,8405,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,None,0,961,406,0,1367,1,0,1,0,4,1,Detchd,1978,Unf,1,384,Normal,SoldSlow
392,60,RL,12209,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,None,0,804,1157,0,1961,1,0,2,1,3,1,BuiltIn,2001,Fin,2,560,Normal,SoldSlow
393,20,RL,8339,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,None,0,882,0,0,882,0,0,1,0,3,1,Attchd,1959,RFn,1,294,Normal,SoldSlow
394,30,RL,7446,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,None,0,788,0,0,788,0,0,1,0,2,1,NA,NA,NA,0,0,Abnorml,SoldSlow
395,50,RL,10134,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,None,0,735,299,0,1034,0,0,1,0,2,1,Detchd,1940,Unf,1,240,Normal,SoldSlow
396,20,RL,9571,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,None,0,1144,0,0,1144,1,0,1,0,3,1,Attchd,1956,Unf,1,596,Normal,SoldSlow
397,20,RL,7200,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,None,0,894,0,0,894,0,0,1,0,2,1,Detchd,1985,RFn,2,600,Normal,SoldSlow
398,60,RL,7590,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,BrkFace,288,876,936,0,1812,0,0,2,0,4,1,Attchd,1962,RFn,1,264,Normal,SoldSlow
399,30,RM,8967,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,None,0,1077,0,0,1077,0,0,1,0,2,1,Detchd,1920,Unf,1,338,Abnorml,SoldSlow
400,60,FV,8125,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,Stone,100,1112,438,0,1550,1,0,2,0,2,1,Attchd,2007,Fin,2,438,Normal,SoldFast
401,120,RL,14963,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,None,0,1288,0,0,1288,1,0,1,1,1,1,Attchd,1996,Fin,2,500,Normal,SoldFast
402,20,RL,8767,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,None,0,1310,0,0,1310,0,0,2,0,3,1,Attchd,2005,Fin,2,400,Partial,SoldFast
403,30,RL,10200,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,None,0,672,0,0,672,0,0,1,0,2,1,Detchd,1940,Unf,1,240,Normal,SoldSlow
404,60,RL,12090,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,BrkFace,650,1165,1098,0,2263,0,0,2,1,4,1,BuiltIn,1998,Fin,2,420,Abnorml,SoldFast
405,60,RL,10364,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,None,0,806,766,0,1572,0,0,2,1,3,1,BuiltIn,1995,Fin,2,373,Normal,SoldFast
406,20,RL,9991,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,None,0,1620,0,0,1620,1,0,2,0,3,1,Attchd,1993,Unf,2,490,Normal,SoldSlow
407,50,RL,10480,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,None,0,1166,0,473,1639,0,0,1,0,3,1,Detchd,1936,Unf,1,240,Normal,SoldFast
408,70,RL,15576,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,None,0,840,840,0,1680,0,0,2,0,4,1,Attchd,1960,Unf,1,308,Normal,SoldFast
409,60,RL,14154,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,BrkFace,350,1071,1101,0,2172,0,0,2,1,3,1,Attchd,2006,RFn,3,947,Partial,SoldFast
410,60,FV,10800,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,Stone,100,1050,1028,0,2078,1,0,2,1,3,1,Attchd,2008,Fin,3,836,Partial,SoldFast
411,20,RL,9571,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,None,0,1276,0,0,1276,0,0,1,0,3,1,Attchd,1958,Unf,1,350,Abnorml,SoldSlow
412,190,RL,34650,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,None,0,1056,0,0,1056,1,0,1,0,3,1,Attchd,1955,Fin,2,572,Normal,SoldSlow
413,20,FV,4403,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,Stone,432,1478,0,0,1478,1,0,2,1,2,1,Attchd,2009,Fin,2,484,Partial,SoldFast
414,30,RM,8960,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,None,0,1028,0,0,1028,0,0,1,0,2,1,Detchd,1927,Unf,2,360,Normal,SoldSlow
415,60,RL,11228,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,None,0,1080,1017,0,2097,0,1,2,1,3,1,Attchd,1993,Unf,3,678,Normal,SoldFast
416,20,RL,8899,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,None,0,1340,0,0,1340,0,0,2,0,3,1,Attchd,2007,Fin,2,396,Partial,SoldFast
417,60,RL,7844,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,BrkFace,203,672,728,0,1400,0,0,1,1,3,1,Attchd,1978,Fin,2,440,Normal,SoldFast
418,70,RL,22420,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,None,0,1370,1254,0,2624,1,0,2,1,4,1,Detchd,1918,Unf,3,864,Normal,SoldSlow
419,50,RL,8160,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,None,0,756,378,0,1134,1,0,1,1,3,1,Detchd,1940,Unf,1,240,AdjLand,SoldSlow
420,20,RL,8450,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,None,0,1056,0,0,1056,1,0,1,0,3,1,Attchd,1968,Unf,1,304,Normal,SoldSlow
421,90,RM,7060,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,BrkFace,200,1344,0,0,1344,2,0,2,0,2,2,Attchd,1997,Fin,4,784,Alloca,SoldFast
422,20,RL,16635,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,Stone,126,1602,0,0,1602,0,1,2,0,3,1,Attchd,1977,Fin,2,529,Normal,SoldFast
423,20,RL,21750,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,None,0,988,0,0,988,0,0,1,0,2,1,Attchd,1954,RFn,2,520,Normal,SoldSlow
424,60,RL,9200,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,BrkFace,473,1470,1160,0,2630,1,0,2,1,4,1,Attchd,1998,Fin,3,696,Normal,SoldSlow
425,20,RL,9000,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,BrkFace,74,1196,0,0,1196,1,0,1,0,2,1,Attchd,1956,RFn,1,297,Normal,SoldFast
426,60,RM,3378,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,None,0,707,682,0,1389,0,0,1,1,3,1,Detchd,1947,Unf,1,240,Normal,SoldFast
427,80,RL,12800,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,BrkFace,145,1644,0,0,1644,1,1,2,0,2,1,Attchd,1989,Fin,2,569,Normal,SoldFast
428,20,RL,8593,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,None,0,907,0,0,907,0,0,1,0,3,1,Detchd,1964,Unf,1,352,Normal,SoldSlow
429,20,RL,6762,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,BrkFace,108,1208,0,0,1208,1,0,2,0,2,1,Attchd,2007,RFn,2,628,Partial,SoldFast
430,20,RL,11457,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,None,0,1412,0,0,1412,1,0,2,0,3,1,Attchd,1988,Unf,2,576,Normal,SoldFast
431,160,RM,1680,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,BrkFace,232,483,504,0,987,0,0,1,1,2,1,Detchd,1971,Unf,1,264,Abnorml,SoldSlow
432,50,RM,5586,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,None,0,1088,110,0,1198,0,0,1,0,4,1,NA,NA,NA,0,0,Abnorml,SoldFast
433,160,RM,1920,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,BrkFace,376,765,600,0,1365,1,0,1,1,2,1,Detchd,1971,Unf,2,440,Normal,SoldSlow
434,60,RL,10839,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,None,0,926,678,0,1604,0,0,2,1,3,1,Attchd,1997,Fin,2,470,Normal,SoldFast
435,180,RM,1890,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,None,0,630,0,0,630,1,0,1,0,1,1,NA,NA,NA,0,0,Normal,SoldSlow
436,60,RL,10667,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,None,0,827,834,0,1661,1,0,2,1,3,1,Attchd,1996,RFn,2,550,Normal,SoldFast
437,50,RM,4400,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,None,0,734,384,0,1118,0,0,1,0,2,1,Detchd,1990,Unf,2,440,Normal,SoldFast
438,45,RM,6000,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,None,0,904,0,0,904,0,0,1,0,2,1,Detchd,1926,Unf,1,180,Normal,SoldSlow
439,30,RL,4280,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,None,0,694,0,0,694,0,0,1,0,2,1,Detchd,1990,Unf,1,352,Normal,SoldSlow
440,50,RL,12354,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,None,0,684,512,0,1196,0,0,1,0,3,1,Detchd,2005,Unf,2,528,Normal,SoldFast
441,20,RL,15431,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,Stone,200,2402,0,0,2402,1,0,2,0,2,1,Attchd,2008,Fin,3,672,Normal,SoldFast
442,90,RL,12108,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,BrkFace,270,1440,0,0,1440,0,0,2,0,4,2,NA,NA,NA,0,0,Normal,SoldSlow
443,50,RM,6240,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,None,0,1128,445,0,1573,0,0,2,0,3,1,Detchd,1930,Unf,2,360,Normal,SoldSlow
444,120,RL,3922,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,BrkFace,72,1258,0,0,1258,0,0,2,0,2,1,Attchd,2007,Fin,3,648,Partial,SoldFast
445,60,RL,8750,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,None,0,933,975,0,1908,1,0,2,1,4,1,Attchd,1994,Unf,2,493,Normal,SoldFast
446,20,RL,9855,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,None,0,1689,0,0,1689,0,0,1,0,3,1,Attchd,1956,Unf,2,480,Normal,SoldFast
447,20,RL,16492,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,None,0,1888,0,0,1888,0,0,2,1,2,1,Attchd,1966,Fin,2,578,Normal,SoldFast
448,60,RL,11214,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,None,0,956,930,0,1886,0,0,2,1,4,1,Attchd,1998,Fin,2,431,Normal,SoldFast
449,50,RM,8600,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,None,0,780,596,0,1376,0,0,2,0,3,1,Detchd,1937,Unf,1,198,Normal,SoldFast
450,50,RM,6000,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,None,0,679,504,0,1183,0,0,1,1,2,1,Detchd,1981,Unf,1,308,Normal,SoldSlow
451,30,RM,5684,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,None,0,813,0,0,813,0,0,1,0,2,1,Detchd,1932,Unf,1,270,Normal,SoldSlow
452,20,RL,70761,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,None,0,1533,0,0,1533,1,0,2,0,2,1,Attchd,1975,Unf,2,576,Normal,SoldFast
453,60,RL,9303,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,BrkFace,42,888,868,0,1756,1,0,2,1,3,1,Attchd,1996,Fin,2,422,Normal,SoldFast
454,60,FV,9000,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,None,0,786,804,0,1590,0,0,2,1,3,1,Attchd,2008,RFn,2,676,Normal,SoldFast
455,90,RL,9297,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,None,0,1728,0,0,1728,2,0,2,0,4,2,Detchd,1976,Unf,2,560,Family,SoldSlow
456,20,RL,9600,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,BrkFace,320,1242,0,0,1242,0,0,1,1,3,1,Attchd,1973,Unf,2,528,Normal,SoldFast
457,70,RM,4571,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,None,0,624,720,0,1344,0,0,1,0,4,1,Detchd,1916,Unf,3,513,Abnorml,SoldSlow
458,20,RL,53227,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,None,0,1663,0,0,1663,1,0,1,0,2,1,Attchd,1954,Fin,2,529,Normal,SoldSlow
459,70,RM,5100,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,None,0,833,833,0,1666,0,0,1,0,3,1,Detchd,1925,Unf,1,228,Normal,SoldFast
460,50,RL,7015,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,BrkCmn,161,979,224,0,1203,1,0,1,0,3,1,Detchd,1950,Unf,1,352,Normal,SoldSlow
461,60,FV,8004,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,Stone,110,832,1103,0,1935,1,0,2,1,3,1,BuiltIn,2009,Fin,2,552,Partial,SoldFast
462,70,RL,7200,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,None,0,575,560,0,1135,1,0,1,0,3,1,Detchd,1971,RFn,2,576,Normal,SoldFast
463,20,RL,8281,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,None,0,864,0,0,864,0,0,1,0,3,1,Detchd,1965,Unf,1,360,Normal,SoldSlow
464,70,RL,11988,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,None,0,849,811,0,1660,0,0,1,1,3,1,Detchd,1939,Unf,1,240,Normal,SoldFast
465,20,RL,8430,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,BrkFace,136,1040,0,0,1040,0,0,2,0,3,1,NA,NA,NA,0,0,Normal,SoldSlow
466,120,RM,3072,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,BrkFace,18,1414,0,0,1414,0,0,2,0,2,1,Attchd,2004,Fin,2,398,Normal,SoldFast
467,20,RL,10628,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,None,0,1277,0,0,1277,1,0,1,0,2,1,Attchd,1970,Unf,2,526,Normal,SoldFast
468,70,RL,9480,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,Stone,224,888,756,0,1644,0,0,1,1,3,1,Attchd,1942,Unf,1,312,Normal,SoldSlow
469,20,RL,11428,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,Stone,248,1634,0,0,1634,0,0,2,0,3,1,Attchd,2006,RFn,3,866,Normal,SoldFast
470,60,RL,9291,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,BrkFace,120,832,878,0,1710,0,0,2,1,3,1,Attchd,1993,RFn,2,506,Normal,SoldFast
471,120,RL,6820,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,None,0,1502,0,0,1502,1,0,1,1,1,1,Attchd,1985,RFn,2,528,Normal,SoldFast
472,60,RL,11952,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,None,0,1161,808,0,1969,0,0,2,1,3,1,Attchd,1977,RFn,2,534,Normal,SoldFast
473,180,RM,3675,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,BrkFace,80,1072,0,0,1072,1,0,1,0,2,1,Basment,2005,RFn,2,525,Normal,SoldFast
474,20,RL,14977,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,BrkFace,304,1976,0,0,1976,1,0,2,0,2,1,Attchd,2006,RFn,3,908,Partial,SoldFast
475,120,RL,5330,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,None,0,1652,0,0,1652,1,0,2,0,2,1,Attchd,2000,RFn,2,499,Normal,SoldFast
476,20,RL,8480,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,None,0,970,0,0,970,1,0,1,0,2,1,Detchd,1996,Unf,2,624,Normal,SoldSlow
477,20,RL,13125,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,BrkFace,215,1493,0,0,1493,1,0,2,0,3,1,Attchd,1997,Fin,2,508,Normal,SoldFast
478,60,RL,13693,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,BrkFace,772,2069,574,0,2643,0,0,2,1,3,1,BuiltIn,2006,Fin,3,694,Normal,SoldFast
479,20,RL,10637,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,Stone,336,1718,0,0,1718,1,0,2,0,3,1,Attchd,2007,RFn,3,826,Normal,SoldFast
480,30,RM,5925,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,BrkCmn,435,1131,0,0,1131,0,0,1,0,2,1,Detchd,1995,Unf,2,672,Alloca,SoldSlow
481,20,RL,16033,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,BrkFace,378,1850,0,0,1850,1,0,2,0,3,1,Attchd,2004,Fin,3,772,Normal,SoldFast
482,20,RL,11846,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,BrkFace,562,1792,0,0,1792,1,0,2,0,2,1,Attchd,2003,Fin,3,874,Normal,SoldFast
483,70,RM,2500,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,None,0,916,910,0,1826,1,0,1,1,4,1,Attchd,1915,Unf,1,164,Normal,SoldFast
484,120,RM,4500,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,BrkFace,116,1216,0,0,1216,1,0,2,0,2,1,Attchd,1998,Unf,2,402,Normal,SoldSlow
485,20,RL,7758,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,None,0,999,0,0,999,1,0,1,0,3,1,Detchd,1963,Unf,1,264,Normal,SoldSlow
486,20,RL,9600,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,None,0,1113,0,0,1113,0,0,1,0,3,1,Attchd,1950,Unf,1,264,Normal,SoldSlow
487,20,RL,10289,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,BrkFace,168,1073,0,0,1073,1,0,1,1,3,1,Attchd,1965,RFn,2,515,Normal,SoldSlow
488,20,RL,12243,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,None,0,1484,0,0,1484,0,0,2,0,3,1,Attchd,1971,Unf,2,487,Normal,SoldSlow
489,190,RL,10800,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,None,0,1766,648,0,2414,0,0,2,0,3,2,Attchd,1970,Unf,2,520,Normal,SoldSlow
490,180,RM,1526,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,None,0,630,0,0,630,1,0,1,0,1,1,Attchd,1970,Unf,1,286,Normal,SoldSlow
491,160,RM,2665,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,None,0,616,688,0,1304,0,0,1,1,3,1,BuiltIn,1976,Fin,1,336,Normal,SoldSlow
492,50,RL,9490,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,None,0,958,620,0,1578,1,0,1,0,3,1,Attchd,1941,Unf,1,240,Normal,SoldFast
493,60,RL,15578,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,None,0,728,728,0,1456,0,0,2,1,3,1,Attchd,2006,RFn,2,429,Partial,SoldFast
494,20,RL,7931,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,None,0,1269,0,0,1269,0,0,1,1,3,1,Detchd,1964,Unf,1,308,Normal,SoldSlow
495,30,RM,5784,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,None,0,886,0,0,886,0,0,1,0,2,1,Attchd,1938,Unf,1,273,Normal,SoldSlow
496,30,C (all),7879,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,None,0,720,0,0,720,0,0,1,0,2,1,NA,NA,NA,0,0,Abnorml,SoldSlow
497,20,RL,12692,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,None,0,3228,0,0,3228,1,0,3,0,4,1,Attchd,1992,RFn,2,546,Normal,SoldSlow
498,50,RL,9120,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,None,0,1133,687,0,1820,1,0,2,0,4,1,Detchd,1925,Unf,1,240,Normal,SoldFast
499,20,RL,7800,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,BrkFace,89,899,0,0,899,0,0,1,0,3,1,Attchd,1967,Fin,1,288,Normal,SoldSlow
500,20,RL,7535,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,None,0,912,0,0,912,0,1,1,0,2,1,Attchd,1958,Fin,1,297,Normal,SoldSlow
501,160,RM,1890,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,BrkFace,285,672,546,0,1218,0,0,1,1,3,1,Detchd,1973,Unf,1,264,Normal,SoldSlow
502,60,FV,9803,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,None,0,866,902,0,1768,0,0,2,1,3,1,Attchd,2005,RFn,2,603,Normal,SoldFast
503,20,RL,9170,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,None,0,1214,0,0,1214,1,0,1,0,2,1,Detchd,1965,Unf,2,461,Normal,SoldSlow
504,20,RL,15602,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,None,0,1801,0,0,1801,1,0,2,0,1,1,Attchd,1959,Fin,2,484,Normal,SoldFast
505,160,RL,2308,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,None,0,855,467,0,1322,0,1,2,1,3,1,Attchd,1974,Unf,2,440,Normal,SoldFast
